ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Score_Stimulants,Score_Depressants,Score_Hallucinogens,Usage_Group
126,55-64,M,University degree,UK,White,-0.46725,1.2861,0.44585,0.13136,1.13407,0.52975,0.40148,6,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,Non-User
127,45-54,M,University degree,UK,White,-1.1943,0.63779,-1.11902,-0.45321,-0.00665,-0.21712,-0.84637,5,1,1,0,5,1,5,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,Non-User
128,45-54,F,Left school at 17 years,UK,White,-0.34799,-0.80615,-0.84732,0.28783,0.93949,-1.37983,-2.07848,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
129,35-44,M,Doctorate degree,UK,Asian,0.04257,0.63779,0.14143,0.13136,0.25953,-0.21712,-1.18084,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,Non-User
130,45-54,F,Masters degree,UK,White,-0.79151,0.96248,-1.11902,0.94156,0.41594,0.19268,0.40148,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Non-User
131,45-54,F,Left school at 16 years,UK,White,0.91093,0.32197,-1.42424,0.43852,2.33337,-0.71126,-1.18084,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
132,45-54,F,Left school at 16 years,UK,Other,-1.55078,-0.15487,-1.27553,2.46262,0.58489,-1.37983,-2.07848,4,0,0,2,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0,6,4,0,Non-User
133,35-44,F,Left school at 18 years,Republic of Ireland,White,-0.24649,-0.57545,-0.58331,-0.15487,0.25953,-1.37983,-1.54858,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,6,4,0,Non-User
134,35-44,M,Masters degree,UK,White,-0.05188,0.16767,0.29338,-0.15487,0.12331,0.52975,0.40148,5,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,Non-User
135,25-34,F,Masters degree,UK,Mixed-White/Asian,3.27393,-1.50796,-0.31776,0.59042,-0.65253,-1.37983,0.40148,6,1,0,0,6,1,6,2,0,0,0,0,0,0,0,0,2,0,1,2,6,0,Non-User
136,35-44,F,Left school at 16 years,UK,White,-1.69163,1.58487,-0.58331,1.81866,1.63088,0.52975,-0.52593,1,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Non-User
137,45-54,F,University degree,UK,White,-0.14882,-0.30033,-1.68062,1.81866,1.63088,1.29221,0.07987,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
138,45-54,F,University degree,UK,White,-1.1943,1.58487,0.29338,0.76096,0.41594,-2.55524,-1.18084,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,Non-User
139,55-64,M,University degree,UK,White,-0.46725,-0.80615,0.14143,0.28783,0.93949,-1.37983,-1.18084,6,0,0,4,6,1,6,0,0,0,0,0,0,0,2,0,6,0,0,6,6,0,Non-User
140,45-54,M,Left school at 16 years,UK,White,-0.05188,0.32197,-0.58331,0.94156,-0.27607,-0.21712,-0.21575,6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,Non-User
141,25-34,F,University degree,UK,Asian,1.98437,0.32197,1.43533,0.94156,-0.27607,-0.71126,-0.21575,5,0,0,2,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
142,35-44,F,Left school at 16 years,UK,White,-0.79151,0.63779,-1.11902,1.2861,0.58489,-1.37983,-2.07848,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,Non-User
143,35-44,M,Left school at 17 years,UK,White,-0.46725,-0.30033,-1.27553,0.28783,-0.14277,0.52975,0.40148,6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,Non-User
144,35-44,M,Professional certificate/ diploma,UK,Black,-1.69163,1.2861,-0.58331,1.2861,2.04506,-0.71126,-0.52593,1,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Non-User
145,45-54,M,Professional certificate/ diploma,Canada,White,0.13606,-1.09207,-0.45174,-1.21213,-0.00665,-0.21712,0.7654,6,0,0,0,6,3,5,0,0,0,0,0,0,1,0,1,1,0,1,1,6,1,Occasional
146,45-54,F,University degree,UK,White,-0.46725,0.16767,-1.11902,2.23427,0.7583,1.29221,0.40148,4,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,Non-User
147,55-64,M,Professional certificate/ diploma,UK,White,0.22393,-1.23177,-0.17779,-0.45321,-0.27607,0.19268,-1.18084,6,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Non-User
148,35-44,M,Masters degree,UK,Black,-0.58016,0.47617,-0.71727,0.13136,0.93949,-0.21712,-0.52593,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Non-User
149,35-44,F,Professional certificate/ diploma,UK,White,-0.05188,-1.09207,-2.63199,-0.91699,0.25953,-1.37983,-1.54858,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Non-User
150,45-54,F,University degree,UK,White,-0.79151,1.93886,-0.71727,2.03972,1.63088,-0.21712,-1.18084,4,0,0,0,3,2,6,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,Occasional
151,35-44,F,"Some college or university, no certificate or degree",UK,White,-0.24649,1.2861,0.14143,0.59042,1.13407,0.19268,0.07987,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,Non-User
152,35-44,F,University degree,UK,White,0.52135,-1.6334,-1.82919,0.43852,-0.89891,-0.71126,-0.84637,5,0,0,0,6,2,6,0,0,2,0,0,0,0,0,0,2,0,0,2,5,0,Occasional
153,25-34,F,University degree,UK,White,-0.46725,-1.50796,-0.71727,-0.60633,-0.65253,-2.55524,-1.54858,5,0,1,2,6,2,4,1,0,1,0,0,2,0,0,1,5,0,0,5,5,1,Occasional
154,25-34,M,University degree,UK,White,-0.67825,0.96248,-1.68062,0.76096,0.7583,-0.21712,-0.52593,6,0,1,0,4,1,6,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,Non-User
155,18-24,F,"Some college or university, no certificate or degree",UK,White,2.82196,-1.37639,0.7233,-0.45321,0.58489,-0.21712,0.7654,5,0,0,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
156,35-44,F,University degree,UK,Black,0.62967,-1.37639,-1.27553,0.28783,-0.27607,-0.71126,-0.84637,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
157,35-44,F,"Some college or university, no certificate or degree",UK,White,1.23461,0.00332,-0.31776,1.11406,0.12331,0.19268,-0.52593,5,2,1,1,6,2,6,2,0,0,0,0,0,0,0,0,5,0,0,5,5,0,Occasional
158,25-34,M,Left school at 16 years,UK,White,-1.05308,1.11406,-1.82919,-0.45321,0.7583,-0.21712,0.7654,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,Non-User
159,35-44,F,University degree,Australia,White,-0.24649,0.16767,-0.31776,-0.30172,0.41594,0.88113,1.2247,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Non-User
160,45-54,F,"Some college or university, no certificate or degree",UK,Black,-0.46725,-0.57545,-0.58331,0.13136,0.25953,-0.21712,-1.18084,4,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Non-User
161,45-54,M,Masters degree,Other,White,1.02119,0.80523,0.44585,-0.15487,0.25953,-0.21712,0.40148,5,1,1,1,6,6,6,1,0,2,0,0,0,1,0,1,3,0,0,3,5,1,Regular
162,35-44,M,University degree,UK,Black,-0.67825,0.32197,-0.84732,1.81866,-0.40581,-0.71126,-1.18084,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,Non-User
163,25-34,F,University degree,New Zealand,White,0.22393,0.00332,-0.17779,1.61108,0.93949,-1.37983,-0.21575,3,0,0,0,5,2,6,0,0,2,0,0,2,0,0,0,1,0,0,1,3,0,Occasional
164,25-34,F,"Some college or university, no certificate or degree",UK,White,1.8399,0.00332,-0.31776,0.94156,0.12331,-0.21712,-0.84637,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,6,4,0,Non-User
165,25-34,F,Doctorate degree,UK,White,0.13606,0.32197,-1.55521,1.45039,1.13407,-1.37983,-0.52593,3,1,0,0,3,1,6,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,Non-User
166,45-54,M,Masters degree,UK,White,-0.24649,-0.30033,-0.31776,-0.45321,1.63088,-1.37983,-0.84637,6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,Non-User
167,18-24,M,"Some college or university, no certificate or degree",UK,White,1.49158,-1.23177,0.7233,-2.35413,-1.92173,0.88113,0.07987,5,0,0,0,5,4,5,3,3,0,0,0,2,0,0,3,6,0,3,6,5,3,Occasional
168,25-34,F,Professional certificate/ diploma,UK,Black,0.04257,0.00332,-0.97631,-0.45321,0.93949,0.52975,-0.52593,2,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Non-User
169,25-34,F,University degree,UK,White,0.22393,1.2861,-1.27553,-0.30172,-1.13788,0.52975,0.40148,5,0,0,0,6,0,6,2,0,0,0,0,0,0,0,0,1,0,0,2,5,0,Non-User
170,18-24,F,Left school at 18 years,UK,White,-0.34799,0.00332,-1.42424,0.59042,-0.14277,-0.71126,0.40148,5,0,3,0,6,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,Non-User
171,45-54,M,Left school at 16 years,UK,White,1.37297,-0.30033,-0.31776,0.13136,-0.14277,0.88113,0.40148,2,1,1,3,6,2,5,2,0,0,0,0,0,0,3,0,1,0,0,3,3,0,Occasional
172,35-44,M,Masters degree,UK,White,-0.34799,0.96248,2.15324,0.76096,-0.78155,1.29221,1.92173,6,0,1,0,6,1,6,0,0,0,0,0,0,0,0,1,1,0,0,1,6,1,Non-User
173,45-54,F,Professional certificate/ diploma,UK,White,0.52135,-0.57545,-0.45174,-0.45321,0.7583,0.19268,-1.18084,5,0,0,0,6,2,6,0,0,0,0,0,0,1,0,1,5,0,0,5,5,1,Occasional
174,35-44,F,University degree,UK,White,1.02119,0.63779,1.24033,0.13136,0.25953,0.52975,0.40148,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Non-User
175,35-44,F,Professional certificate/ diploma,UK,White,1.02119,-0.57545,-2.21069,0.76096,-1.5184,0.88113,0.07987,6,0,0,2,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,Non-User
176,55-64,F,University degree,UK,White,0.62967,0.00332,0.44585,1.2861,0.12331,0.19268,0.07987,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,Non-User
177,35-44,F,University degree,UK,Other,-0.14882,-0.57545,-0.84732,-1.21213,-0.52745,-1.37983,-1.18084,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Non-User
178,35-44,F,University degree,UK,White,1.49158,0.00332,-1.27553,-0.91699,1.13407,-0.71126,-0.52593,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
179,45-54,F,University degree,UK,White,0.82562,-0.94779,-0.45174,0.76096,-0.14277,0.19268,-0.21575,5,1,0,0,6,1,6,0,0,0,0,0,0,0,0,1,6,0,0,6,5,1,Non-User
180,35-44,F,Professional certificate/ diploma,UK,White,0.41667,-0.15487,-0.97631,1.11406,-0.65253,-1.37983,-1.18084,5,1,0,0,6,2,4,1,0,1,0,0,0,1,0,1,6,0,0,6,5,1,Occasional
181,45-54,F,Professional certificate/ diploma,UK,White,0.31287,0.63779,-1.55521,0.28783,0.93949,0.19268,0.07987,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,Non-User
182,25-34,M,Doctorate degree,UK,White,-1.32828,-0.43999,-0.31776,0.59042,0.93949,-0.71126,-1.18084,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
183,35-44,F,"Some college or university, no certificate or degree",UK,White,0.31287,0.80523,-0.31776,1.2861,0.7583,-1.37983,-1.18084,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
184,18-24,F,University degree,UK,White,1.98437,-0.43999,0.29338,-0.76096,0.93949,-0.71126,0.40148,6,3,0,0,6,0,5,6,0,3,0,3,3,0,0,0,6,0,6,6,6,0,Non-User
185,55-64,M,Left school at 18 years,UK,White,0.04257,-0.80615,-0.97631,0.59042,0.25953,-1.37983,-1.18084,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,Non-User
186,35-44,F,University degree,Canada,White,0.31287,0.63779,-0.01928,0.76096,-0.14277,-0.21712,-0.52593,5,0,0,0,6,3,5,1,0,0,0,0,0,1,0,1,0,0,0,1,5,1,Occasional
187,35-44,F,Masters degree,UK,White,-0.67825,1.45421,0.14143,0.28783,1.81175,-1.37983,-1.54858,6,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,Non-User
188,55-64,F,Left school at 16 years,UK,White,-0.79151,-0.80615,-1.97495,1.11406,0.58489,-1.37983,-1.54858,4,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,Non-User
189,45-54,F,Left school at 16 years,UK,White,0.41667,-1.37639,-2.09015,0.59042,-0.27607,-1.37983,-2.07848,4,0,0,2,3,0,6,0,0,0,0,0,0,0,0,0,6,0,0,6,4,0,Non-User
190,18-24,F,Masters degree,UK,White,-0.34799,0.00332,-0.45174,0.13136,0.7583,-0.71126,-0.84637,5,0,0,0,5,2,4,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,Occasional
191,55-64,F,Professional certificate/ diploma,UK,White,-1.43907,0.00332,-0.84732,0.59042,-0.27607,-0.71126,-1.54858,5,0,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
192,18-24,M,University degree,UK,Mixed-White/Asian,-0.34799,1.2861,-1.11902,0.59042,-0.52745,0.52975,0.07987,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,Occasional
193,25-34,F,Professional certificate/ diploma,Canada,White,-0.79151,-0.30033,-0.17779,0.28783,-0.52745,0.88113,0.07987,5,1,0,1,6,5,4,1,1,1,0,0,0,1,0,1,6,0,0,6,5,1,Regular
194,45-54,F,University degree,UK,White,0.31287,-1.09207,-0.45174,0.13136,0.12331,-1.37983,0.07987,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,Non-User
195,25-34,F,University degree,Canada,Mixed-White/Asian,-0.92104,1.2861,-0.01928,-0.01729,0.41594,-0.71126,-1.18084,3,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Occasional
196,55-64,F,University degree,UK,White,0.62967,0.32197,0.7233,-0.30172,0.93949,0.52975,0.07987,5,1,0,1,6,2,4,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,Occasional
197,18-24,M,University degree,UK,Black,-0.58016,0.32197,-0.58331,1.2861,-0.89891,0.19268,-1.18084,4,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Non-User
198,55-64,F,University degree,UK,White,-0.34799,0.47617,-0.71727,-0.91699,-0.52745,-0.71126,-0.84637,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
199,25-34,F,Professional certificate/ diploma,UK,White,-0.05188,0.47617,0.58331,0.76096,-0.00665,1.86203,1.2247,6,5,5,2,5,6,6,5,0,3,2,3,3,3,0,3,6,0,1,6,6,3,Regular
200,45-54,F,Professional certificate/ diploma,UK,White,-0.46725,2.32338,0.7233,1.81866,1.30612,0.52975,0.07987,4,4,1,1,6,4,5,3,0,6,0,2,2,4,0,3,6,0,0,6,4,4,Occasional
201,18-24,F,University degree,UK,White,-0.58016,0.16767,-0.84732,1.11406,1.46191,0.52975,1.2247,6,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Non-User
202,35-44,M,Masters degree,UK,Other,-0.14882,-0.94779,-0.58331,-1.34289,1.30612,-0.71126,-0.84637,5,3,3,2,6,2,6,4,2,4,0,2,2,2,0,2,4,0,0,4,5,2,Occasional
203,35-44,F,University degree,UK,White,-0.67825,1.2861,-0.45174,0.94156,1.13407,0.19268,-0.84637,6,0,0,3,6,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,Non-User
204,65+,M,Left school before 16 years,UK,White,-1.55078,-1.09207,-2.39883,-0.91699,-0.65253,-1.37983,-2.07848,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,Non-User
205,25-34,F,University degree,UK,White,-0.14882,0.96248,1.24033,-0.01729,0.25953,-0.21712,0.40148,5,2,2,2,6,2,5,2,0,2,0,2,0,2,0,2,4,0,2,4,5,2,Occasional
206,35-44,F,Left school at 16 years,UK,White,-0.14882,1.11406,0.29338,-0.91699,-1.0145,1.86203,0.40148,5,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
207,18-24,F,University degree,UK,White,-0.05188,1.2861,0.58331,0.13136,0.41594,0.88113,0.07987,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
208,35-44,F,Professional certificate/ diploma,UK,White,-0.67825,0.47617,-0.58331,0.59042,-0.14277,-0.21712,0.40148,5,1,4,1,6,6,3,2,0,1,0,1,3,1,0,1,6,0,1,6,5,1,Regular
209,35-44,F,University degree,UK,White,0.13606,0.00332,-0.17779,-0.30172,-0.00665,0.52975,1.2247,4,1,1,0,6,6,5,4,0,3,0,3,3,2,0,3,6,0,0,6,4,3,Regular
210,25-34,M,Masters degree,UK,Asian,-1.43907,0.47617,1.06238,-0.45321,1.13407,-1.37983,-0.84637,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non-User
211,25-34,F,"Some college or university, no certificate or degree",UK,White,0.73545,0.16767,-1.42424,-0.01729,-1.25773,1.86203,0.7654,3,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Non-User
212,45-54,F,Left school at 16 years,UK,White,-0.67825,-0.57545,-1.11902,1.11406,0.93949,-1.37983,-2.07848,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
213,25-34,F,Professional certificate/ diploma,UK,White,0.13606,0.63779,-0.84732,1.81866,0.58489,-0.21712,-1.18084,6,1,1,0,6,1,5,0,0,1,0,0,0,1,0,1,6,0,0,6,6,1,Non-User
214,45-54,F,Professional certificate/ diploma,Republic of Ireland,White,0.52135,-0.15487,-1.27553,0.94156,0.12331,-1.37983,-1.54858,5,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
215,25-34,F,Professional certificate/ diploma,UK,White,-0.14882,1.11406,0.44585,1.2861,1.30612,0.19268,1.2247,5,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,Occasional
216,25-34,F,University degree,Canada,White,1.60383,-0.30033,-0.71727,1.11406,-0.40581,0.19268,0.07987,5,2,0,0,6,4,4,3,0,3,0,0,0,0,0,2,3,0,0,3,5,2,Occasional
217,25-34,F,Professional certificate/ diploma,UK,White,0.22393,1.11406,0.29338,1.45039,-0.00665,0.88113,0.7654,5,1,1,0,6,1,5,2,0,1,0,3,0,0,0,0,3,0,0,3,5,0,Non-User
218,35-44,M,Professional certificate/ diploma,UK,White,1.23461,0.80523,0.44585,1.45039,-1.64101,1.86203,0.7654,2,1,1,1,6,1,6,1,1,1,1,1,0,1,1,0,6,0,1,6,2,1,Non-User
219,25-34,F,Masters degree,Other,White,0.31287,1.11406,-0.84732,-1.07533,0.7583,-0.21712,-0.52593,4,0,0,0,6,3,6,0,0,0,0,0,0,0,0,2,3,0,0,3,4,2,Occasional
220,35-44,F,"Some college or university, no certificate or degree",UK,White,-0.34799,-0.57545,0.14143,1.11406,0.25953,-1.37983,-0.84637,6,1,1,1,4,1,5,2,0,1,0,0,0,0,0,0,6,0,0,6,6,0,Non-User
221,18-24,F,University degree,UK,White,0.82562,-0.30033,0.29338,-0.01729,0.12331,0.19268,0.07987,5,0,2,0,6,3,5,0,0,2,0,0,3,0,0,0,3,0,0,3,5,0,Occasional
222,25-34,F,University degree,UK,White,-0.14882,0.47617,-0.45174,-0.76096,0.93949,0.52975,-0.52593,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,Non-User
223,35-44,F,University degree,UK,White,-0.24649,0.63779,0.7233,1.11406,0.25953,1.29221,1.2247,6,2,0,0,5,2,5,2,0,2,0,0,0,0,0,1,2,0,0,2,6,1,Occasional
224,55-64,M,University degree,UK,White,-1.1943,1.11406,-0.31776,1.11406,0.93949,-0.21712,0.07987,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Non-User
225,45-54,F,University degree,UK,White,-0.46725,1.45421,0.29338,0.43852,0.7583,-0.21712,-0.21575,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
226,35-44,F,University degree,UK,White,-1.32828,0.63779,0.88309,-0.45321,0.25953,-1.37983,-1.54858,6,1,0,0,6,0,5,3,0,2,0,0,0,0,0,0,6,0,0,6,6,0,Non-User
227,45-54,F,University degree,UK,White,-0.46725,0.47617,-0.71727,1.45039,1.46191,-0.21712,-0.84637,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,Non-User
228,18-24,M,"Some college or university, no certificate or degree",UK,White,0.22393,0.96248,-0.97631,-0.60633,0.58489,1.29221,0.40148,5,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,Occasional
229,45-54,M,Masters degree,UK,White,-0.67825,0.32197,-0.01928,-0.76096,-0.14277,0.19268,0.07987,6,1,1,1,6,2,6,1,0,1,0,1,0,0,0,1,2,0,0,2,6,1,Occasional
230,45-54,F,University degree,UK,White,-1.05308,1.45421,0.14143,0.94156,1.63088,-1.37983,-2.07848,6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Non-User
231,35-44,F,Professional certificate/ diploma,UK,White,1.02119,-2.21069,-1.82919,0.59042,0.41594,-1.37983,-1.54858,5,0,0,2,5,1,6,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,Non-User
232,65+,F,Masters degree,UK,White,0.13606,-1.09207,-0.45174,-0.45321,0.25953,-0.21712,-1.54858,6,0,0,1,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,Non-User
233,25-34,F,University degree,UK,White,0.04257,1.2861,-0.01928,0.13136,0.7583,0.52975,0.7654,5,1,0,0,6,0,6,0,0,1,0,0,0,1,0,0,0,0,0,1,5,1,Non-User
234,45-54,M,University degree,UK,White,-0.67825,0.80523,-1.42424,0.94156,0.25953,0.52975,0.40148,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Non-User
235,25-34,F,University degree,UK,White,0.41667,0.96248,-0.01928,-0.91699,1.63088,0.19268,0.40148,4,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,Occasional
236,25-34,F,Professional certificate/ diploma,UK,White,0.04257,0.96248,-1.27553,2.23427,2.04506,-1.37983,-2.07848,5,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
237,25-34,F,Masters degree,UK,White,1.49158,0.32197,-0.17779,0.43852,0.41594,0.19268,-0.21575,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Non-User
238,25-34,F,Left school at 16 years,UK,White,0.91093,-0.15487,-2.21069,0.28783,1.30612,-1.37983,-2.07848,5,1,1,0,6,3,6,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,Occasional
239,18-24,F,Left school at 18 years,UK,White,0.52135,-0.15487,-0.71727,-0.60633,0.25953,-0.21712,-0.21575,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Non-User
240,45-54,F,Professional certificate/ diploma,UK,White,-1.86962,0.63779,0.7233,1.61108,0.25953,-1.37983,-0.84637,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
241,35-44,F,Masters degree,UK,White,0.62967,-1.23177,-0.01928,1.61108,2.63199,-1.37983,-0.84637,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,1,1,0,0,1,4,1,Non-User
242,25-34,F,Left school at 18 years,Other,White,2.127,-1.23177,-0.84732,0.76096,-1.0145,0.19268,-1.18084,5,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,2,0,1,2,5,0,Occasional
243,18-24,F,"Some college or university, no certificate or degree",UK,White,1.49158,-1.50796,-3.27393,0.76096,-0.89891,-1.37983,-1.54858,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,4,0,3,4,5,0,Non-User
244,25-34,F,University degree,UK,White,-0.58016,1.11406,0.7233,0.94156,0.93949,-1.37983,-0.21575,5,3,1,2,6,3,4,3,2,2,0,0,3,0,0,0,5,0,1,5,5,0,Occasional
245,35-44,M,University degree,UK,White,1.98437,-1.50796,-0.17779,1.11406,-2.90161,-0.71126,-0.52593,5,0,0,3,6,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
246,25-34,F,"Some college or university, no certificate or degree",UK,White,-0.24649,-0.94779,-1.68062,-1.47955,-1.38502,-2.55524,-1.54858,5,1,0,0,6,1,6,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,Non-User
247,25-34,F,Professional certificate/ diploma,UK,White,1.37297,-0.69509,-1.27553,0.43852,-0.65253,-0.21712,-0.84637,5,0,0,2,0,2,5,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,Occasional
248,45-54,M,Masters degree,UK,White,-0.92104,-0.30033,-1.11902,0.59042,1.63088,-0.21712,-0.52593,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Non-User
249,45-54,F,Doctorate degree,UK,White,-2.42317,0.16767,-0.31776,2.03972,1.81175,-0.71126,-1.18084,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
250,45-54,F,Professional certificate/ diploma,UK,White,1.13281,0.32197,-0.17779,0.94156,1.13407,-0.71126,-0.21575,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,Non-User
251,45-54,M,University degree,UK,White,-0.46725,0.16767,-0.31776,-0.45321,1.46191,0.19268,-0.84637,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
252,35-44,F,University degree,UK,White,0.62967,-0.94779,-0.71727,-0.15487,0.7583,-1.37983,-1.54858,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Non-User
